FECHA,TMAX,TMIN,NOMBRE
2025-05-29,14.5,-0.2,TRES ARROYOS
2025-05-29,17.2,2.9,TUCUMAN AERO
2025-05-29,6.8,1.4,USHUAIA AERO
2025-05-29,16,-4.7,USPALLATA
2025-05-29,15,-0.7,VENADO TUERTO AERO
2025-05-29,18.7,0.8,VICTORICA
2025-05-29,17.8,1.1,VIEDMA AERO
2025-05-29,18.5,-3.4,VILLA DE MARIA DEL RIO SECO
2025-05-29,15.7,0,VILLA DOLORES AERO
2025-05-29,12.6,1,VILLA GESELL AERO
2025-05-29,20.9,-2,VILLA REYNOLDS AERO
2025-05-28,12.8,7.1,AEROPARQUE AERO
2025-05-28,11,3.2,AZUL AERO
2025-05-28,10.4,0,BAHIA BLANCA AERO
2025-05-28,10,-3.7,BARILOCHE AERO
2025-05-28,-20,-30.2,BASE BELGRANO II
2025-05-28,-3.8,-7,BASE CARLINI (EX JUBANY)
2025-05-28,0.7,-10.7,BASE ESPERANZA
2025-05-28,-4.6,-7,BASE MARAMBIO
2025-05-28,-4.3,-10,BASE ORCADAS
2025-05-28,-4.1,-7.6,BASE SAN MARTIN
2025-05-28,10.2,1.8,BENITO JUAREZ
2025-05-28,19,4.3,BERNARDO DE IRIGOYEN AERO
2025-05-28,11.3,1.5,BOLIVAR AERO
2025-05-28,12.9,7.1,BUENOS AIRES OBSERVATORIO
2025-05-28,12.2,6,CAMPO DE MAYO AERO
2025-05-28,16.4,0.9,CATAMARCA AERO
2025-05-28,13.5,6,CERES AERO
2025-05-28,,-0.5,CHAMICAL AERO
2025-05-28,10.5,-2.6,CHAPELCO AERO
2025-05-28,14.6,-0.5,CHEPES
2025-05-28,14,-0.3,CHILECITO AERO
2025-05-28,14.7,-0.6,COMODORO RIVADAVIA AERO
2025-05-28,13,8,CONCORDIA AERO
2025-05-28,13.4,0.8,CORDOBA AERO
2025-05-28,15,3.5,CORDOBA OBSERVATORIO
2025-05-28,10.3,0.2,CORONEL SUAREZ AERO
2025-05-28,14.4,8.8,CORRIENTES AERO
2025-05-28,12.2,5.4,DOLORES AERO
2025-05-28,9.2,-3.1,EL BOLSON AERO
2025-05-28,7.9,-3.6,EL CALAFATE AERO
2025-05-28,12.8,5.8,EL PALOMAR AERO
2025-05-28,,0.8,ESCUELA DE AVIACION MILITAR AERO
2025-05-28,8.2,-2.9,ESQUEL AERO
2025-05-28,12,5.6,EZEIZA AERO
2025-05-28,15.9,9.4,FORMOSA AERO
2025-05-28,13.2,-1.2,GENERAL PICO AERO
2025-05-28,11.5,-4.5,GOBERNADOR GREGORES AERO
2025-05-28,13,7,GUALEGUAYCHU AERO
2025-05-28,21.8,7.6,IGUAZU AERO
2025-05-28,16,9.8,ITUZAINGO
2025-05-28,13.2,,JACHAL
2025-05-28,17.5,6.7,JUJUY AERO
2025-05-28,17,6,JUJUY U N
2025-05-28,11.3,3.6,JUNIN AERO
2025-05-28,12.3,5.7,LA PLATA AERO
2025-05-28,17.5,-4.8,LA QUIACA OBSERVATORIO
2025-05-28,16.2,0,LA RIOJA AERO
2025-05-28,13,0.5,LABOULAYE AERO
2025-05-28,11,5.5,LAS FLORES
2025-05-28,16,8,LAS LOMITAS
2025-05-28,13.4,-8,MALARGUE AERO
2025-05-28,12,-4.7,MAQUINCHAO
2025-05-28,12.6,5.3,MAR DEL PLATA AERO
2025-05-28,12.7,2,MARCOS JUAREZ AERO
2025-05-28,,5.6,MARIANO MORENO AERO
2025-05-28,12.8,0.4,MENDOZA AERO
2025-05-28,,0.4,MENDOZA OBSERVATORIO
2025-05-28,13,8.5,MERCEDES AERO (CTES)
2025-05-28,,5.5,MERLO AERO
2025-05-28,13.6,1.9,METAN
2025-05-28,13.1,9.6,MONTE CASEROS AERO
2025-05-28,11.5,5.7,MORON AERO
2025-05-28,14.4,-2.6,NEUQUEN AERO
2025-05-28,12,4.2,NUEVE DE JULIO
2025-05-28,16.8,5.8,OBERA
2025-05-28,10.9,2.3,OLAVARRIA AERO
2025-05-28,18.2,12.1,ORAN AERO
2025-05-28,12.8,6,PARANA AERO
2025-05-28,13.9,-2.9,PASO DE INDIOS
2025-05-28,13.7,9.5,PASO DE LOS LIBRES AERO
2025-05-28,11,2,PEHUAJO AERO
2025-05-28,13.4,-1,PERITO MORENO AERO
2025-05-28,8.8,-2,PIGUE AERO
2025-05-28,14.5,3.5,PILAR OBSERVATORIO
2025-05-28,20.2,8.1,POSADAS AERO
2025-05-28,14,4.8,PRESIDENCIA ROQUE SAENZ PEÑA AERO
2025-05-28,9.6,-2,PUERTO DESEADO AERO
2025-05-28,14,-4.6,PUERTO MADRYN AERO
2025-05-28,13,7,PUNTA INDIO B.A.
2025-05-28,12.7,3.2,RAFAELA AERO
2025-05-28,13.5,5.8,RECONQUISTA AERO
2025-05-28,14.8,8.9,RESISTENCIA AERO
2025-05-28,13.4,0.4,RIO CUARTO AERO
2025-05-28,6.5,-1.4,RIO GALLEGOS AERO
2025-05-28,2.7,-6.2,RIO GRANDE B.A.
2025-05-28,17.5,6.3,RIVADAVIA
2025-05-28,12.3,5.3,ROSARIO AERO
2025-05-28,16,4.5,SALTA AERO
2025-05-28,14.5,-2.2,SAN ANTONIO OESTE AERO
2025-05-28,12.2,7.1,SAN FERNANDO AERO
2025-05-28,15,-2,SAN JUAN AERO
2025-05-28,9.5,-1.9,SAN JULIAN AERO
2025-05-28,13.5,1.1,SAN LUIS AERO
2025-05-28,12.5,0.5,SAN MARTIN (MZA)
2025-05-28,15.7,-1.3,SAN RAFAEL AERO
2025-05-28,7,-1.5,SANTA CRUZ AERO
2025-05-28,12.8,-1.4,SANTA ROSA AERO
2025-05-28,14.4,-7.6,SANTA ROSA DE CONLARA AERO
2025-05-28,17.7,1.3,SANTIAGO DEL ESTERO AERO
2025-05-28,13.1,5.5,SAUCE VIEJO AERO
2025-05-28,13,4.4,SUNCHALES AERO
2025-05-28,10,3.6,TANDIL AERO
2025-05-28,16.1,6.8,TARTAGAL AERO
2025-05-28,17.2,0.3,TERMAS DE RIO HONDO AERO
2025-05-28,16.5,-2,TINOGASTA
2025-05-28,15.3,-4.2,TRELEW AERO
2025-05-28,12,1,TRENQUE LAUQUEN
2025-05-28,12.1,2.1,TRES ARROYOS
2025-05-28,15,3.3,TUCUMAN AERO
2025-05-28,5.9,-1.3,USHUAIA AERO
2025-05-28,14.2,-5.6,USPALLATA
2025-05-28,12,3,VENADO TUERTO AERO
2025-05-28,14.9,-3.3,VICTORICA
2025-05-28,13,0.8,VIEDMA AERO
2025-05-28,15.5,1.9,VILLA DE MARIA DEL RIO SECO
2025-05-28,14.1,-3.6,VILLA DOLORES AERO
2025-05-28,11.8,1.3,VILLA GESELL AERO
2025-05-28,14.3,-4,VILLA REYNOLDS AERO
2025-05-27,18.6,11.8,AEROPARQUE AERO
2025-05-27,15.9,7.8,AZUL AERO
2025-05-27,12.9,7.6,BAHIA BLANCA AERO
2025-05-27,6.4,-3.7,BARILOCHE AERO
2025-05-27,-19.8,-32.6,BASE BELGRANO II
2025-05-27,-1.4,-3.8,BASE CARLINI (EX JUBANY)
2025-05-27,-3,-8.5,BASE ESPERANZA
2025-05-27,-4.9,-11.2,BASE MARAMBIO
2025-05-27,-6.2,-10.6,BASE ORCADAS
2025-05-27,-2.8,-4.9,BASE SAN MARTIN
2025-05-27,15.4,7.5,BENITO JUAREZ
2025-05-27,22.5,17.5,BERNARDO DE IRIGOYEN AERO
2025-05-27,15.7,8.2,BOLIVAR AERO
2025-05-27,19.2,11.8,BUENOS AIRES OBSERVATORIO
2025-05-27,17.4,9.8,CAMPO DE MAYO AERO
2025-05-27,18.4,5.4,CATAMARCA AERO
2025-05-27,22.2,12.8,CERES AERO
2025-05-27,,5.4,CHAMICAL AERO
2025-05-27,7.8,0.6,CHAPELCO AERO
2025-05-27,12.7,5.6,CHEPES
2025-05-27,15,6.4,CHILECITO AERO
2025-05-27,8.1,1,COMODORO RIVADAVIA AERO
2025-05-27,20,12.6,CONCORDIA AERO
2025-05-27,17.8,7.9,CORDOBA AERO
2025-05-27,18.8,9.6,CORDOBA OBSERVATORIO
2025-05-27,12.8,6.5,CORONEL SUAREZ AERO
2025-05-27,24.5,14,CORRIENTES AERO
2025-05-27,17.7,10.1,DOLORES AERO
2025-05-27,10.1,-2.5,EL BOLSON AERO
2025-05-27,2.7,-6.3,EL CALAFATE AERO
2025-05-27,19,11.2,EL PALOMAR AERO
2025-05-27,,7,ESCUELA DE AVIACION MILITAR AERO
2025-05-27,6.4,0.4,ESQUEL AERO
2025-05-27,19.2,10.7,EZEIZA AERO
2025-05-27,27.9,14.6,FORMOSA AERO
2025-05-27,14.6,5.4,GENERAL PICO AERO
2025-05-27,1.8,-10.5,GOBERNADOR GREGORES AERO
2025-05-27,17.9,12.6,GUALEGUAYCHU AERO
2025-05-27,25.1,19.5,IGUAZU AERO
2025-05-27,23.5,16,ITUZAINGO
2025-05-27,13,,JACHAL
2025-05-27,20.4,10.8,JUJUY AERO
2025-05-27,17.2,7.8,JUJUY U N
2025-05-27,17.6,9.6,JUNIN AERO
2025-05-27,18,10.8,LA PLATA AERO
2025-05-27,17.2,-3,LA QUIACA OBSERVATORIO
2025-05-27,19,6,LA RIOJA AERO
2025-05-27,16.9,7.3,LABOULAYE AERO
2025-05-27,17,10.2,LAS FLORES
2025-05-27,25.9,14.8,LAS LOMITAS
2025-05-27,9.4,-1,MALARGUE AERO
2025-05-27,7.5,-5,MAQUINCHAO
2025-05-27,16.8,10.2,MAR DEL PLATA AERO
2025-05-27,19,10.3,MARCOS JUAREZ AERO
2025-05-27,,11,MARIANO MORENO AERO
2025-05-27,14,4.4,MENDOZA AERO
2025-05-27,,2.5,MENDOZA OBSERVATORIO
2025-05-27,20.1,12.6,MERCEDES AERO (CTES)
2025-05-27,,10.5,MERLO AERO
2025-05-27,18,8.5,METAN
2025-05-27,19.8,13,MONTE CASEROS AERO
2025-05-27,18.8,10.6,MORON AERO
2025-05-27,14,0,NEUQUEN AERO
2025-05-27,17.4,9.7,NUEVE DE JULIO
2025-05-27,22,15.8,OBERA
2025-05-27,15.2,8,OLAVARRIA AERO
2025-05-27,22.5,14.7,ORAN AERO
2025-05-27,20,11.2,PARANA AERO
2025-05-27,7,-1.5,PASO DE INDIOS
2025-05-27,18.8,13.7,PASO DE LOS LIBRES AERO
2025-05-27,15.9,9,PEHUAJO AERO
2025-05-27,5.4,-3.4,PERITO MORENO AERO
2025-05-27,11.8,5.5,PIGUE AERO
2025-05-27,18.9,8.5,PILAR OBSERVATORIO
2025-05-27,26,17.8,POSADAS AERO
2025-05-27,24.4,12.5,PRESIDENCIA ROQUE SAENZ PEÑA AERO
2025-05-27,5.5,1.3,PUERTO DESEADO AERO
2025-05-27,9.6,2.6,PUERTO MADRYN AERO
2025-05-27,17.4,11.2,PUNTA INDIO B.A.
2025-05-27,19.4,10.4,RAFAELA AERO
2025-05-27,25.3,12.4,RECONQUISTA AERO
2025-05-27,24.6,14.3,RESISTENCIA AERO
2025-05-27,15,6.4,RIO CUARTO AERO
2025-05-27,4.2,-3.4,RIO GALLEGOS AERO
2025-05-27,4,-5,RIO GRANDE B.A.
2025-05-27,22.5,13.8,RIVADAVIA
2025-05-27,19.9,11.5,ROSARIO AERO
2025-05-27,17.9,7.4,SALTA AERO
2025-05-27,14,3.8,SAN ANTONIO OESTE AERO
2025-05-27,18.3,12,SAN FERNANDO AERO
2025-05-27,16,5.3,SAN JUAN AERO
2025-05-27,4.6,-0.7,SAN JULIAN AERO
2025-05-27,15.1,3.9,SAN LUIS AERO
2025-05-27,13.3,4,SAN MARTIN (MZA)
2025-05-27,11.8,3.7,SAN RAFAEL AERO
2025-05-27,5,-0.8,SANTA CRUZ AERO
2025-05-27,13,6,SANTA ROSA AERO
2025-05-27,13.8,0.8,SANTA ROSA DE CONLARA AERO
2025-05-27,20,7.6,SANTIAGO DEL ESTERO AERO
2025-05-27,21.3,12.2,SAUCE VIEJO AERO
2025-05-27,21.4,11.3,SUNCHALES AERO
2025-05-27,15.6,7.9,TANDIL AERO
2025-05-27,20.4,13.6,TARTAGAL AERO
2025-05-27,19.2,11.6,TERMAS DE RIO HONDO AERO
2025-05-27,14.2,5,TINOGASTA
2025-05-27,10.4,2.6,TRELEW AERO
2025-05-27,14.9,8.3,TRENQUE LAUQUEN
2025-05-27,13.3,8.1,TRES ARROYOS
2025-05-27,19.2,8.2,TUCUMAN AERO
2025-05-27,3.6,-0.8,USHUAIA AERO
2025-05-27,10,-4.5,USPALLATA
2025-05-27,18.1,9.2,VENADO TUERTO AERO
2025-05-27,12.5,3.8,VICTORICA
2025-05-27,12,7.2,VIEDMA AERO
2025-05-27,19,8.8,VILLA DE MARIA DEL RIO SECO
2025-05-27,14.7,3.4,VILLA DOLORES AERO
2025-05-27,16.8,10.5,VILLA GESELL AERO
2025-05-27,14.7,6,VILLA REYNOLDS AERO
2025-05-26,19.2,13.9,AEROPARQUE AERO
2025-05-26,16,7.8,AZUL AERO
2025-05-26,16.9,11.4,BAHIA BLANCA AERO
2025-05-26,7.2,0.7,BARILOCHE AERO
2025-05-26,-22,-31.1,BASE BELGRANO II
2025-05-26,-2.5,-7.5,BASE CARLINI (EX JUBANY)
2025-05-26,-5.3,-11.9,BASE ESPERANZA
2025-05-26,-10.8,-17.9,BASE MARAMBIO
2025-05-26,1.4,-9.1,BASE ORCADAS
2025-05-26,-3.5,-7.5,BASE SAN MARTIN
2025-05-26,16,8,BENITO JUAREZ
2025-05-26,25,17.5,BERNARDO DE IRIGOYEN AERO
2025-05-26,16.5,9,BOLIVAR AERO
2025-05-26,19.2,14.4,BUENOS AIRES OBSERVATORIO
2025-05-26,18.8,12.8,CAMPO DE MAYO AERO
2025-05-26,25,6.9,CATAMARCA AERO
2025-05-26,23.3,18,CERES AERO
2025-05-26,,12.5,CHAMICAL AERO
2025-05-26,7.9,2.2,CHAPELCO AERO
2025-05-26,21,12.2,CHEPES
2025-05-26,21,6.1,CHILECITO AERO
2025-05-26,13.7,6.1,COMODORO RIVADAVIA AERO
2025-05-26,19.6,17.5,CONCORDIA AERO
2025-05-26,22.1,8.9,CORDOBA AERO
2025-05-26,22,12.8,CORDOBA OBSERVATORIO
2025-05-26,14.4,8.5,CORONEL SUAREZ AERO
2025-05-26,28.8,21.3,CORRIENTES AERO
2025-05-26,18.2,14.1,DOLORES AERO
2025-05-26,10,2.2,EL BOLSON AERO
2025-05-26,5.9,-0.6,EL CALAFATE AERO
2025-05-26,19,12,EL PALOMAR AERO
2025-05-26,,10.5,ESCUELA DE AVIACION MILITAR AERO
2025-05-26,8.7,1.6,ESQUEL AERO
2025-05-26,18.8,13.5,EZEIZA AERO
2025-05-26,30.3,22.3,FORMOSA AERO
2025-05-26,17.5,14,GENERAL PICO AERO
2025-05-26,3.5,-2,GOBERNADOR GREGORES AERO
2025-05-26,21,15.5,GUALEGUAYCHU AERO
2025-05-26,27.1,16.6,IGUAZU AERO
2025-05-26,27,20,ITUZAINGO
2025-05-26,24.5,,JACHAL
2025-05-26,24.5,11.1,JUJUY AERO
2025-05-26,25.2,8.8,JUJUY U N
2025-05-26,19.6,12.5,JUNIN AERO
2025-05-26,19,10.2,LA PLATA AERO
2025-05-26,19.5,1.8,LA QUIACA OBSERVATORIO
2025-05-26,21.2,11.3,LA RIOJA AERO
2025-05-26,19.3,15.7,LABOULAYE AERO
2025-05-26,17.5,12.5,LAS FLORES
2025-05-26,29.5,21.4,LAS LOMITAS
2025-05-26,15.1,7.5,MALARGUE AERO
2025-05-26,9.5,-1,MAQUINCHAO
2025-05-26,19.5,13.3,MAR DEL PLATA AERO
2025-05-26,20,17.4,MARCOS JUAREZ AERO
2025-05-26,,13.4,MARIANO MORENO AERO
2025-05-26,18.2,7.2,MENDOZA AERO
2025-05-26,,7.4,MENDOZA OBSERVATORIO
2025-05-26,22.4,18.4,MERCEDES AERO (CTES)
2025-05-26,,13.3,MERLO AERO
2025-05-26,23.6,10,METAN
2025-05-26,20.5,17.8,MONTE CASEROS AERO
2025-05-26,19.2,13.8,MORON AERO
2025-05-26,17.2,11,NEUQUEN AERO
2025-05-26,18,12,NUEVE DE JULIO
2025-05-26,26.8,19,OBERA
2025-05-26,16.1,9.3,OLAVARRIA AERO
2025-05-26,25.8,16.9,ORAN AERO
2025-05-26,22.1,18.5,PARANA AERO
2025-05-26,12,3.9,PASO DE INDIOS
2025-05-26,20.4,18.5,PASO DE LOS LIBRES AERO
2025-05-26,17,11.2,PEHUAJO AERO
2025-05-26,7.3,3,PERITO MORENO AERO
2025-05-26,14,9.8,PIGUE AERO
2025-05-26,19.9,15,PILAR OBSERVATORIO
2025-05-26,27.8,20.8,POSADAS AERO
2025-05-26,29.2,20,PRESIDENCIA ROQUE SAENZ PEÑA AERO
2025-05-26,9.9,4.8,PUERTO DESEADO AERO
2025-05-26,17.6,6.8,PUERTO MADRYN AERO
2025-05-26,18.5,13,PUNTA INDIO B.A.
2025-05-26,21.2,17.4,RAFAELA AERO
2025-05-26,26.2,18.4,RECONQUISTA AERO
2025-05-26,29,21.2,RESISTENCIA AERO
2025-05-26,18.2,12.2,RIO CUARTO AERO
2025-05-26,6.4,1,RIO GALLEGOS AERO
2025-05-26,5.8,-1.5,RIO GRANDE B.A.
2025-05-26,24,17.8,RIVADAVIA
2025-05-26,21.2,16.2,ROSARIO AERO
2025-05-26,27.7,12,SALTA AERO
2025-05-26,18.2,7.3,SAN ANTONIO OESTE AERO
2025-05-26,18.8,14.6,SAN FERNANDO AERO
2025-05-26,19.8,4.5,SAN JUAN AERO
2025-05-26,6.8,2.9,SAN JULIAN AERO
2025-05-26,19.2,8.5,SAN LUIS AERO
2025-05-26,18.9,6.6,SAN MARTIN (MZA)
2025-05-26,19,5.9,SAN RAFAEL AERO
2025-05-26,9.8,3.1,SANTA CRUZ AERO
2025-05-26,15.9,13,SANTA ROSA AERO
2025-05-26,18.3,7.9,SANTA ROSA DE CONLARA AERO
2025-05-26,21.8,17,SANTIAGO DEL ESTERO AERO
2025-05-26,22.2,18.1,SAUCE VIEJO AERO
2025-05-26,21.4,17.8,SUNCHALES AERO
2025-05-26,16,11.5,TANDIL AERO
2025-05-26,22.2,15.5,TARTAGAL AERO
2025-05-26,21.2,16,TERMAS DE RIO HONDO AERO
2025-05-26,24.5,1.5,TINOGASTA
2025-05-26,17,6.3,TRELEW AERO
2025-05-26,18,13.9,TRENQUE LAUQUEN
2025-05-26,17.3,10.7,TRES ARROYOS
2025-05-26,22.8,11.5,TUCUMAN AERO
2025-05-26,5.4,2.2,USHUAIA AERO
2025-05-26,16,2,USPALLATA
2025-05-26,19.8,15.2,VENADO TUERTO AERO
2025-05-26,16.7,10.7,VICTORICA
2025-05-26,16.5,11.7,VIEDMA AERO
2025-05-26,22.1,15.2,VILLA DE MARIA DEL RIO SECO
2025-05-26,19.9,8.6,VILLA DOLORES AERO
2025-05-26,18.4,14.3,VILLA GESELL AERO
2025-05-26,17.8,4.6,VILLA REYNOLDS AERO
2025-05-25,17.5,13.6,AEROPARQUE AERO
2025-05-25,16.8,5.3,AZUL AERO
2025-05-25,20.6,4,BAHIA BLANCA AERO
2025-05-25,7.6,-2.8,BARILOCHE AERO
2025-05-25,-27.8,-33.3,BASE BELGRANO II
2025-05-25,2,-6,BASE CARLINI (EX JUBANY)
2025-05-25,-4.6,-12.3,BASE ESPERANZA
2025-05-25,-11,-18.2,BASE MARAMBIO
2025-05-25,2.8,-2,BASE ORCADAS
2025-05-25,-1.6,-6,BASE SAN MARTIN
2025-05-25,15.6,,BENITO JUAREZ
2025-05-25,23.8,16.3,BERNARDO DE IRIGOYEN AERO
2025-05-25,15.9,6.5,BOLIVAR AERO
2025-05-25,18.7,12.9,BUENOS AIRES OBSERVATORIO
2025-05-25,17.7,10.7,CAMPO DE MAYO AERO
2025-05-25,26,8.4,CATAMARCA AERO
2025-05-25,18.8,15,CERES AERO
2025-05-25,,9,CHAMICAL AERO
2025-05-25,9,0,CHAPELCO AERO
2025-05-25,21.6,9.1,CHEPES
2025-05-25,,,CHILECITO AERO
2025-05-25,16,8.4,COMODORO RIVADAVIA AERO
2025-05-25,23.4,14.5,CONCORDIA AERO
2025-05-25,18.9,5.3,CORDOBA AERO
2025-05-25,19.5,11.2,CORDOBA OBSERVATORIO
2025-05-25,16,5.2,CORONEL SUAREZ AERO
2025-05-25,25.1,19,CORRIENTES AERO
2025-05-25,18.2,10.5,DOLORES AERO
2025-05-25,12.5,-2,EL BOLSON AERO
2025-05-25,4.9,-0.6,EL CALAFATE AERO
2025-05-25,18.4,9.5,EL PALOMAR AERO
2025-05-25,,8,ESCUELA DE AVIACION MILITAR AERO
2025-05-25,12.2,-1,ESQUEL AERO
2025-05-25,18.2,12,EZEIZA AERO
2025-05-25,29,19.7,FORMOSA AERO
2025-05-25,16.8,10,GENERAL PICO AERO
2025-05-25,8.5,3.5,GOBERNADOR GREGORES AERO
2025-05-25,18.3,8.2,GUALEGUAYCHU AERO
2025-05-25,27.8,17.5,IGUAZU AERO
2025-05-25,24,17.5,ITUZAINGO
2025-05-25,24.5,,JACHAL
2025-05-25,21.3,13.8,JUJUY AERO
2025-05-25,19.3,13,JUJUY U N
2025-05-25,16.4,9.5,JUNIN AERO
2025-05-25,17.5,11.8,LA PLATA AERO
2025-05-25,19.7,-2.8,LA QUIACA OBSERVATORIO
2025-05-25,25.4,7,LA RIOJA AERO
2025-05-25,19.4,9.8,LABOULAYE AERO
2025-05-25,17.5,10.5,LAS FLORES
2025-05-25,30,20.9,LAS LOMITAS
2025-05-25,19.5,-0.4,MALARGUE AERO
2025-05-25,13.9,-0.5,MAQUINCHAO
2025-05-25,16.2,6.8,MAR DEL PLATA AERO
2025-05-25,18.4,12.4,MARCOS JUAREZ AERO
2025-05-25,,10.5,MARIANO MORENO AERO
2025-05-25,20.6,5.7,MENDOZA AERO
2025-05-25,,6.6,MENDOZA OBSERVATORIO
2025-05-25,19.2,16,MERCEDES AERO (CTES)
2025-05-25,,10.9,MERLO AERO
2025-05-25,20,13,METAN
2025-05-25,20.2,15.6,MONTE CASEROS AERO
2025-05-25,18.4,13,MORON AERO
2025-05-25,17.6,6.3,NEUQUEN AERO
2025-05-25,18.1,9.5,NUEVE DE JULIO
2025-05-25,,,OBERA
2025-05-25,15.6,9.1,OLAVARRIA AERO
2025-05-25,21.3,17.1,ORAN AERO
2025-05-25,21.6,13.7,PARANA AERO
2025-05-25,15.1,-0.5,PASO DE INDIOS
2025-05-25,20,15.7,PASO DE LOS LIBRES AERO
2025-05-25,14.7,9.4,PEHUAJO AERO
2025-05-25,,5,PERITO MORENO AERO
2025-05-25,14.2,8.4,PIGUE AERO
2025-05-25,17.7,11.2,PILAR OBSERVATORIO
2025-05-25,28.2,18.5,POSADAS AERO
2025-05-25,26.6,18.5,PRESIDENCIA ROQUE SAENZ PEÑA AERO
2025-05-25,14.8,7.5,PUERTO DESEADO AERO
2025-05-25,15.4,8.8,PUERTO MADRYN AERO
2025-05-25,19,10,PUNTA INDIO B.A.
2025-05-25,18,14,RAFAELA AERO
2025-05-25,19.4,16.7,RECONQUISTA AERO
2025-05-25,26,19.3,RESISTENCIA AERO
2025-05-25,19,9.6,RIO CUARTO AERO
2025-05-25,6.2,-0.7,RIO GALLEGOS AERO
2025-05-25,5.5,0.4,RIO GRANDE B.A.
2025-05-25,24,17.3,RIVADAVIA
2025-05-25,22.4,14.1,ROSARIO AERO
2025-05-25,21.2,13.4,SALTA AERO
2025-05-25,21.3,2,SAN ANTONIO OESTE AERO
2025-05-25,17.4,12.2,SAN FERNANDO AERO
2025-05-25,23.6,6,SAN JUAN AERO
2025-05-25,10.6,5.6,SAN JULIAN AERO
2025-05-25,22.5,9.9,SAN LUIS AERO
2025-05-25,21.7,5.6,SAN MARTIN (MZA)
2025-05-25,22.2,6.3,SAN RAFAEL AERO
2025-05-25,8.6,3.8,SANTA CRUZ AERO
2025-05-25,15.5,8.1,SANTA ROSA AERO
2025-05-25,21.5,3.5,SANTA ROSA DE CONLARA AERO
2025-05-25,20.7,15.8,SANTIAGO DEL ESTERO AERO
2025-05-25,21.8,13.3,SAUCE VIEJO AERO
2025-05-25,18.5,14,SUNCHALES AERO
2025-05-25,16.4,5.9,TANDIL AERO
2025-05-25,20,15,TARTAGAL AERO
2025-05-25,23.2,14,TERMAS DE RIO HONDO AERO
2025-05-25,24,4,TINOGASTA
2025-05-25,17,7.4,TRELEW AERO
2025-05-25,18.6,9,TRENQUE LAUQUEN
2025-05-25,19.5,8.1,TRES ARROYOS
2025-05-25,21.9,11.5,TUCUMAN AERO
2025-05-25,6.2,1.2,USHUAIA AERO
2025-05-25,24.5,-2,USPALLATA
2025-05-25,21,9,VENADO TUERTO AERO
2025-05-25,,,VICTORICA
2025-05-25,19.8,6.1,VIEDMA AERO
2025-05-25,17.5,13.9,VILLA DE MARIA DEL RIO SECO
2025-05-25,22.4,8.6,VILLA DOLORES AERO
2025-05-25,17.6,10.2,VILLA GESELL AERO
2025-05-25,25.3,2.9,VILLA REYNOLDS AERO
2025-05-24,16.7,13.3,AEROPARQUE AERO
2025-05-24,16.6,8.1,AZUL AERO
2025-05-24,20.5,9.1,BAHIA BLANCA AERO
2025-05-24,10.7,-3.1,BARILOCHE AERO
2025-05-24,-26,-34.3,BASE BELGRANO II
2025-05-24,3,0.5,BASE CARLINI (EX JUBANY)
2025-05-24,2.6,-5.8,BASE ESPERANZA
2025-05-24,-1.7,-11,BASE MARAMBIO
2025-05-24,1.4,-1.4,BASE ORCADAS
2025-05-24,-0.2,-2,BASE SAN MARTIN
2025-05-24,17.1,8.5,BENITO JUAREZ
2025-05-24,23.1,15.5,BERNARDO DE IRIGOYEN AERO
2025-05-24,17.5,9.9,BOLIVAR AERO
2025-05-24,18.6,13.7,BUENOS AIRES OBSERVATORIO
2025-05-24,18.8,10.4,CAMPO DE MAYO AERO
2025-05-24,18.4,11.7,CATAMARCA AERO
2025-05-24,19.2,15.6,CERES AERO
2025-05-24,,13,CHAMICAL AERO
2025-05-24,13.6,0.2,CHAPELCO AERO
2025-05-24,21.4,9.7,CHEPES
2025-05-24,,,CHILECITO AERO
2025-05-24,13.5,8,COMODORO RIVADAVIA AERO
2025-05-24,15.7,11.6,CONCORDIA AERO
2025-05-24,21.4,9.6,CORDOBA AERO
2025-05-24,22.5,12.6,CORDOBA OBSERVATORIO
2025-05-24,18.8,8.4,CORONEL SUAREZ AERO
2025-05-24,25.3,17.4,CORRIENTES AERO
2025-05-24,18.5,9.1,DOLORES AERO
2025-05-24,10.9,-2.1,EL BOLSON AERO
2025-05-24,7.9,-3.9,EL CALAFATE AERO
2025-05-24,19.5,12.5,EL PALOMAR AERO
2025-05-24,,9.5,ESCUELA DE AVIACION MILITAR AERO
2025-05-24,10.2,-1.4,ESQUEL AERO
2025-05-24,20.2,11.5,EZEIZA AERO
2025-05-24,28.6,17.7,FORMOSA AERO
2025-05-24,21.6,10.2,GENERAL PICO AERO
2025-05-24,7.2,0.5,GOBERNADOR GREGORES AERO
2025-05-24,18.2,11,GUALEGUAYCHU AERO
2025-05-24,26.8,18,IGUAZU AERO
2025-05-24,25,18,ITUZAINGO
2025-05-24,19,,JACHAL
2025-05-24,23.5,15,JUJUY AERO
2025-05-24,22,11.7,JUJUY U N
2025-05-24,20,10.5,JUNIN AERO
2025-05-24,17.8,12.2,LA PLATA AERO
2025-05-24,19.5,-3.4,LA QUIACA OBSERVATORIO
2025-05-24,23.5,10.5,LA RIOJA AERO
2025-05-24,22.6,10,LABOULAYE AERO
2025-05-24,17,10.5,LAS FLORES
2025-05-24,28.2,21,LAS LOMITAS
2025-05-24,17.4,-0.6,MALARGUE AERO
2025-05-24,10.5,-5,MAQUINCHAO
